testname,event,treatment,start,load,style.load,idle,features_number
LayerVSMatch,idle,T2-Ls,595.8000000119209,1355.9000000059605,293.2999999821186,1564.5999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls,576.5,1472.5,261.90000000596046,1539.5,10000
(index):308 LayerVSMatch,idle,T2-Ls,601.1999999880791,1378.9000000059605,250.69999998807907,1533.699999988079,10000
(index):308 LayerVSMatch,idle,T2-Ls,599.2999999821186,1348.300000011921,263.40000000596046,1524.800000011921,10000
(index):308 LayerVSMatch,idle,T2-Ls,636.6999999880791,1233.7000000178814,229,1233.7000000178814,10000
(index):308 LayerVSMatch,idle,T2-Ls,582.6000000238419,1330.0999999940395,284.19999998807907,1574.699999988079,10000
(index):308 LayerVSMatch,idle,T2-Ls3,605.6999999880791,1868,482.80000001192093,1868.0999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls,596.9000000059605,1442.0999999940395,272.40000000596046,1537.800000011921,10000
(index):308 LayerVSMatch,idle,T2-Ls,598,1536.5,297.40000000596046,1581.7000000178814,10000
(index):308 LayerVSMatch,idle,T2-Ls,596.9000000059605,1326.7000000178814,280.7000000178814,1593.0999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls,592.0999999940395,1485.4000000059605,282.59999999403954,1563.9000000059605,10000
(index):308 LayerVSMatch,idle,T2-Ls3,602.3000000119209,1732.8999999761581,366.7999999821186,1732.8999999761581,10000
(index):308 LayerVSMatch,idle,T2-Ls,599,1472.2999999821186,313.69999998807907,1739.699999988079,10000
(index):308 LayerVSMatch,idle,T2-Ls,600.5999999940395,1529.2000000178814,311.80000001192093,1576.300000011921,10000
(index):308 LayerVSMatch,idle,T2-Ls3,600.5999999940395,1890.2000000178814,453.40000000596046,2034.300000011921,10000
(index):308 LayerVSMatch,idle,T2-Ls3,594.3000000119209,1497.7999999821186,360.69999998807907,1765.5999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls,600.3000000119209,1284.0999999940395,314.19999998807907,1284.199999988079,10000
(index):308 LayerVSMatch,idle,T2-Ls3,606.8000000119209,1730.5999999940395,366.59999999403954,1730.699999988079,10000
(index):308 LayerVSMatch,idle,T2-Ls3,574.1000000238419,1626.7999999821186,307.09999999403954,1776,10000
(index):308 LayerVSMatch,idle,T2-Ls,599.5,1413.5,244.59999999403954,1495,10000
(index):308 LayerVSMatch,idle,T2-Ls,598.1000000238419,1256.2999999821186,289.89999997615814,1256.5,10000
(index):308 LayerVSMatch,idle,T2-Ls3,603.9000000059605,1552,403.09999999403954,1734.800000011921,10000
(index):308 LayerVSMatch,idle,T2-Ls3,600,1535.5,419.80000001192093,1787.5999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls3,603,1788.5,392,2054.5999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls3,605.0999999940395,1810.6000000238419,399.60000002384186,1810.7000000178814,10000
(index):308 LayerVSMatch,idle,T2-Ls3,605.1999999880791,1891,383.80000001192093,1955.7000000178814,10000
(index):308 LayerVSMatch,idle,T2-Ls,596.2999999821186,1345.2000000178814,272.59999999403954,1546.9000000059605,10000
(index):308 LayerVSMatch,idle,T2-Ls,596.4000000059605,1306.2999999821186,292.09999999403954,1575.5999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls3,603.4000000059605,1869.7000000178814,406.2000000178814,1869.800000011921,10000
(index):308 LayerVSMatch,idle,T2-Ls,817.3000000119209,1195.300000011921,199.30000001192093,1228.199999988079,10000
(index):308 LayerVSMatch,idle,T2-Ls3,598.3000000119209,1602,415.5,1798.3999999761581,10000
(index):308 LayerVSMatch,idle,T2-Ls3,603.2999999821186,1643.300000011921,445.40000000596046,1903.2000000178814,10000
(index):308 LayerVSMatch,idle,T2-Ls,584.2999999821186,1299,200.2000000178814,1473.7000000178814,10000
(index):308 LayerVSMatch,idle,T2-Ls3,603.2000000178814,1586.0999999940395,465,1621.199999988079,10000
(index):308 LayerVSMatch,idle,T2-Ls3,595.7000000178814,2020.9000000059605,368.19999998807907,2122.2999999821186,10000
(index):308 LayerVSMatch,idle,T2-Ls3,597.9000000059605,1786.3999999761581,410.5,1786.5,10000
(index):308 LayerVSMatch,idle,T2-Ls3,600.7000000178814,1545.199999988079,389.69999998807907,1729.199999988079,10000
(index):308 LayerVSMatch,idle,T2-Ls3,611.8000000119209,1775.5,399.40000000596046,1775.5,10000
(index):308 LayerVSMatch,idle,T2-Ls,592.0999999940395,1544.1000000238419,254,1573.300000011921,10000
(index):308 LayerVSMatch,idle,T2-Ls,431.30000001192093,1400.199999988079,208.19999998807907,1484.199999988079,10000
(index):308 LayerVSMatch,idle,T2-Ls3,603.4000000059605,1640,386.09999999403954,1706.199999988079,10000
(index):308 LayerVSMatch,idle,T2-Ls,585.3999999761581,1174.300000011921,192,1474.9000000059605,10000
(index):308 LayerVSMatch,idle,T2-Ls3,606.5999999940395,1989.5999999940395,400.2999999821186,2049.0999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls3,597.7999999821186,1520.9000000059605,366.59999999403954,1806.0999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls3,594.3999999761581,1790.7000000178814,333.40000000596046,1902.5,10000
(index):308 LayerVSMatch,idle,T2-Ls3,434.40000000596046,1652.9000000059605,317.19999998807907,1653.0999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls3,592.3000000119209,1642.0999999940395,289.30000001192093,1642.0999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls,578.3999999761581,1321.5,198.7000000178814,1482.300000011921,10000
(index):308 LayerVSMatch,idle,T2-Ls,606.4000000059605,1268.9000000059605,259.5,1538.2000000178814,10000
(index):308 LayerVSMatch,idle,T2-Ls,592.5999999940395,1372.5,223.40000000596046,1491.5999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls3,595,1925.699999988079,323.40000000596046,1925.7999999821186,10000
(index):308 LayerVSMatch,idle,T2-Ls3,446.09999999403954,1625.1000000238419,315.7000000178814,1625.1000000238419,10000
(index):308 LayerVSMatch,idle,T2-Ls3,597.2999999821186,1639.4000000059605,341.2000000178814,1643.4000000059605,10000
(index):308 LayerVSMatch,idle,T2-Ls3,602.2999999821186,1948.7000000178814,332.80000001192093,1948.800000011921,10000
(index):308 LayerVSMatch,idle,T2-Ls3,469.39999997615814,1523.9000000059605,317.2000000178814,1731.5,10000
(index):308 LayerVSMatch,idle,T2-Ls,580.6999999880791,1274.300000011921,196,1449.0999999940395,10000
(index):308 LayerVSMatch,idle,T2-Ls,588.2999999821186,1271.6000000238419,203.10000002384186,1485.800000011921,10000
(index):308 LayerVSMatch,idle,T2-Ls3,627.3000000119209,1678.800000011921,327.69999998807907,1771.5999999940395,10000
